"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"53485",2,1959,4,1,4,"Sweden",3,1,720,1,57
"52532",7,1959,1,3,4,"Sweden",4,2,340,4,57
"50142",5,1935,2,2,4,"Sweden",2,1,910,1,81
"51183",9,1937,3,3,4,"Sweden",4,1,240,1,79
"39761",3,1988,4,3,7,"Austria",2,2,226,4,28
"47183",3,1969,5,1,5,"Austria",1,1,818,1,47
"50743",5,1954,2,4,6,"Sweden",2,2,330,4,62
"42221",5,1971,4,2,4,"Austria",3,1,723,1,45
"44173",3,1967,5,3,6,"Austria",3,2,235,1,49
"42505",4,1970,3,3,8,"Austria",2,2,222,1,46
"41222",0,1941,2,1,8,"Austria",1,2,524,1,75
"46042",8,1949,5,4,3,"Austria",2,2,515,1,67
"46003",6,1966,4,3,5,"Austria",1,2,243,4,50
"45112",6,1960,4,3,4,"Austria",1,2,911,1,56
"41356",5,1988,3,3,4,"Austria",3,2,721,1,28
"41194",4,1971,4,3,8,"Austria",2,2,325,1,45
"42463",6,1982,5,3,4,"Austria",1,1,611,4,34
"46891",5,1974,1,4,4,"Austria",2,2,611,1,42
"42994",5,1977,5,1,8,"Austria",1,1,216,1,39
"51503",1,1942,1,1,2,"Sweden",4,1,410,4,74
"54073",7,1943,4,1,4,"Sweden",4,1,340,1,73
"46521",5,1957,3,4,8,"Austria",1,1,235,3,59
"50834",3,1975,1,2,4,"Sweden",4,2,510,1,41
"40842",2,1989,5,2,8,"Austria",2,2,341,4,27
"48222",4,1955,3,3,9,"Austria",3,1,231,1,61
"41962",4,1959,4,3,5,"Austria",1,2,233,1,57
"40994",5,1964,5,3,4,"Austria",1,2,141,1,52
"53931",5,1947,1,1,4,"Sweden",4,1,720,4,69
"51824",8,1946,1,3,3,"Sweden",3,1,340,4,70
"45011",3,1968,4,3,4,"Austria",2,2,234,1,48
"49482",5,1979,3,4,5,"Austria",2,2,334,1,37
"40404",5,1966,5,2,8,"Austria",4,1,112,1,50
"5403",5,1940,3,3,7,"Sweden",4,2,230,1,76
"5350",10,1946,3,2,3,"Sweden",3,1,120,1,70
"5081",4,1981,2,1,4,"Sweden",4,1,720,4,35
"46433",5,1965,3,4,5,"Austria",1,2,412,1,51
"50762",7,1949,5,2,4,"Sweden",4,2,340,1,67
"50772",4,1950,5,2,6,"Sweden",4,1,120,1,66
"5063",7,1943,5,2,4,"Sweden",4,1,120,1,73
"53672",5,1987,5,2,7,"Sweden",4,2,230,1,29
"50232",3,1945,4,2,4,"Sweden",2,1,710,1,71
"48892",5,1969,5,3,8,"Austria",4,1,112,1,47
"49764",7,1987,3,2,4,"Sweden",4,2,720,1,29
"39589",8,1972,2,2,4,"Austria",2,1,334,4,44
"46611",4,1958,1,4,4,"Austria",1,2,441,1,58
"42041",8,1985,1,4,4,"Austria",2,2,524,4,31
"44853",3,1967,3,3,5,"Austria",2,1,241,3,49
"48662",8,1955,5,2,7,"Austria",4,2,241,1,61
"44343",5,1994,2,2,4,"Austria",1,1,741,4,22
"40524",5,1966,3,3,5,"Austria",2,2,315,1,50
"42274",5,1986,5,3,4,"Austria",1,1,541,1,30
"49123",6,1978,2,3,8,"Austria",1,2,334,4,38
"45394",6,1971,3,3,4,"Austria",2,1,252,4,45
"5035",7,1963,5,1,4,"Sweden",1,2,510,1,53
"40462",5,1957,3,4,4,"Austria",1,1,541,1,59
"45744",5,1967,4,2,8,"Austria",1,2,112,1,49
"5216",3,1972,4,1,5,"Sweden",1,1,340,1,44
"51201",8,1944,5,3,4,"Sweden",4,2,240,1,72
"51152",7,1964,5,2,6,"Sweden",1,2,320,1,52
"41421",4,1984,4,3,5,"Austria",1,1,242,1,32
"53401",0,1955,1,2,4,"Sweden",3,2,510,4,61
"48844",3,1983,2,1,8,"Austria",4,1,265,4,33
"43952",6,1981,4,2,4,"Austria",2,1,752,1,35
"52171",8,1961,5,2,6,"Sweden",3,2,120,1,55
"43563",0,1975,2,3,4,"Austria",1,2,412,3,41
"41544",5,1988,4,3,4,"Austria",4,2,325,4,28
"50093",3,1983,2,2,8,"Sweden",4,2,230,1,33
"40234",2,1983,2,2,8,"Austria",4,2,325,1,33
"52912",0,1978,3,1,6,"Sweden",2,1,230,1,38
"46833",0,1973,1,1,4,"Austria",2,2,412,4,43
"47881",6,1985,4,3,4,"Austria",3,1,713,4,31
"43643",6,1989,4,3,4,"Austria",4,1,332,1,27
"46464",5,1963,2,1,4,"Austria",2,2,911,3,53
"51451",3,1949,3,2,5,"Sweden",4,2,410,1,67
"46334",3,1968,1,4,4,"Austria",1,1,263,4,48
"50822",3,1960,5,2,9,"Sweden",3,1,210,1,56
"51043",7,1986,1,1,6,"Sweden",4,1,510,1,30
"52002",7,1947,2,1,4,"Sweden",4,2,240,4,69
"44871",4,1977,2,3,5,"Austria",2,2,532,4,39
"41083",5,1996,1,4,2,"Austria",1,1,722,4,20
"54232",8,1983,2,1,6,"Sweden",2,1,720,1,33
"42954",6,1969,3,3,4,"Austria",1,1,722,1,47
"39991",4,1976,4,2,8,"Austria",2,1,241,4,40
"51213",9,1975,5,2,4,"Sweden",3,2,120,1,41
"49144",6,1964,2,3,4,"Austria",2,2,513,1,52
"40963",7,1992,1,2,5,"Austria",4,2,411,1,24
"46933",4,1983,3,3,5,"Austria",2,1,741,1,33
"52343",5,1968,5,4,6,"Sweden",3,1,130,1,48
"47412",7,1990,5,2,4,"Austria",2,2,516,4,26
"54041",7,1974,5,1,4,"Sweden",4,1,210,1,42
"48233",10,1956,3,3,4,"Austria",2,2,524,1,60
"43202",4,1962,4,2,4,"Austria",1,1,532,1,54
"51761",0,1981,2,1,7,"Sweden",4,2,510,1,35
"41783",3,1976,4,3,4,"Austria",1,1,722,4,40
"52362",4,1947,1,2,3,"Sweden",1,1,820,1,69
"51321",5,1943,3,3,3,"Sweden",4,1,240,1,73
"53321",5,1950,1,2,4,"Sweden",2,2,510,4,66
"40183",3,1965,5,4,8,"Austria",2,1,213,1,51
"52192",6,1971,4,1,6,"Sweden",4,1,210,1,45
"48682",3,1966,3,2,7,"Austria",1,2,532,1,50
"47644",1,1957,4,1,8,"Austria",3,2,325,3,59
"50454",3,1956,3,2,3,"Sweden",2,1,810,1,60
"48291",0,1981,2,2,4,"Austria",1,1,411,4,35
"54191",3,1969,5,2,7,"Sweden",3,2,310,1,47
"54331",6,1940,3,3,6,"Sweden",4,2,340,1,76
"48042",3,1958,5,4,5,"Austria",3,1,334,1,58
"49773",6,1977,2,1,7,"Sweden",4,1,120,4,39
"49465",6,1995,3,3,4,"Austria",1,1,441,4,21
"50992",8,1940,2,3,4,"Sweden",1,2,510,1,76
"51851",6,1968,4,2,4,"Sweden",2,2,410,1,48
"42803",5,1957,2,3,4,"Austria",1,1,821,1,59
"44452",5,1958,5,3,4,"Austria",2,2,332,1,58
"3965",7,1961,5,3,4,"Austria",1,1,411,1,55
"41314",2,1994,4,3,4,"Austria",1,2,411,1,22
"49832",8,1947,4,3,4,"Sweden",4,2,410,1,69
"41742",4,1954,3,3,5,"Austria",1,1,411,3,62
"41834",5,1958,2,2,4,"Austria",3,2,522,2,58
"40054",4,1983,2,3,8,"Austria",1,2,226,4,33
"41912",10,1979,3,4,8,"Austria",1,1,112,4,37
"48742",2,1954,4,1,4,"Austria",3,2,112,1,62
"49754",5,1953,4,2,4,"Sweden",1,2,510,1,63
"45642",6,1959,4,3,8,"Austria",4,1,111,1,57
"43755",3,1962,2,4,4,"Austria",2,2,322,3,54
"41855",5,1980,3,2,3,"Austria",1,1,721,4,36
"40252",0,1975,4,1,8,"Austria",4,1,134,4,41
"53411",1,1947,3,2,4,"Sweden",1,1,310,1,69
"46604",7,1955,4,3,4,"Austria",3,2,322,1,61
"52083",8,1948,2,2,2,"Sweden",1,1,520,1,68
"51523",7,1951,1,2,2,"Sweden",2,1,820,4,65
"54371",6,1958,3,2,7,"Sweden",2,2,330,1,58
"45432",5,1974,4,3,6,"Austria",1,2,412,1,42
"43262",7,1966,3,3,4,"Austria",1,1,713,1,50
"47334",3,1981,3,3,4,"Austria",3,2,243,4,35
"43421",3,1971,4,3,5,"Austria",1,2,334,1,45
"51471",4,1951,5,2,6,"Sweden",4,1,340,4,65
"45862",6,1970,2,3,4,"Austria",2,1,818,4,46
"53963",7,1953,4,1,4,"Sweden",4,1,310,1,63
"41533",3,1970,5,1,4,"Austria",3,1,515,1,46
"54562",4,1939,2,2,2,"Sweden",2,1,310,1,77
"41953",2,1959,5,2,4,"Austria",3,1,241,1,57
"46983",5,1980,5,3,4,"Austria",1,1,611,4,36
"41132",3,1956,4,1,3,"Austria",3,2,512,1,60
"49501",5,1983,2,4,5,"Austria",3,2,241,1,33
"48334",5,1980,2,2,3,"Austria",2,1,723,4,36
"47284",5,1984,3,3,3,"Austria",1,1,314,4,32
"46853",5,1967,4,1,8,"Austria",4,2,411,3,49
"43273",4,1962,4,4,4,"Austria",1,2,532,1,54
"45563",5,1973,2,2,4,"Austria",2,1,933,4,43
"53281",7,1961,5,2,4,"Sweden",3,2,120,1,55
"46384",2,1964,1,1,4,"Austria",1,2,411,4,52
"53902",9,1942,5,2,6,"Sweden",4,1,130,1,74
"42372",7,1992,5,4,4,"Austria",1,1,834,4,24
"47683",6,1981,1,3,3,"Austria",1,2,265,1,35
"41842",5,1969,4,4,8,"Austria",1,1,264,1,47
"46443",7,1962,4,3,5,"Austria",2,2,234,1,54
"44785",5,1969,5,3,9,"Austria",2,1,741,1,47
"51782",7,1948,4,2,4,"Sweden",2,2,510,1,68
"45814",1,1971,3,3,4,"Austria",1,1,552,1,45
"49603",1,1948,4,2,7,"Sweden",1,1,230,1,68
"53332",8,1959,5,2,5,"Sweden",4,2,120,1,57
"51903",9,1947,5,2,3,"Sweden",3,1,340,1,69
"50372",7,1948,3,2,6,"Sweden",1,2,320,1,68
"50041",7,1961,4,1,6,"Sweden",3,2,320,1,55
"53431",4,1961,4,2,4,"Sweden",1,2,510,1,55
"49672",1,1961,4,2,4,"Sweden",3,1,410,1,55
"5402",4,1982,2,3,4,"Sweden",3,1,710,1,34
"43393",5,1965,4,3,3,"Austria",1,1,141,1,51
"46871",5,1960,4,2,4,"Austria",2,2,512,1,56
"40644",4,1955,5,1,8,"Austria",3,1,112,1,61
"43775",5,1979,5,2,5,"Austria",3,2,134,1,37
"41422",4,1984,4,3,5,"Austria",1,1,242,1,32
"44711",2,1977,4,3,9,"Austria",2,2,223,1,39
"44915",0,1961,2,1,4,"Austria",2,1,833,1,55
"39691",2,1962,3,3,4,"Austria",2,2,522,3,54
"41954",2,1959,5,2,4,"Austria",3,1,241,1,57
"44544",0,1975,3,3,7,"Austria",2,2,226,1,41
"42042",8,1985,1,4,4,"Austria",2,2,524,4,31
"41565",3,1969,5,3,4,"Austria",1,1,532,1,47
"44811",7,1962,4,3,5,"Austria",1,1,611,1,54
"41534",3,1970,5,1,4,"Austria",3,1,515,1,46
"42773",5,1966,3,3,4,"Austria",1,1,933,1,50
"42083",3,1973,3,4,6,"Austria",2,2,235,1,43
"39862",5,1963,1,2,4,"Austria",2,2,911,1,53
"44197",5,1973,3,3,4,"Austria",1,1,314,1,43
"40253",0,1975,4,1,8,"Austria",4,1,134,4,41
"39681",4,1962,3,4,4,"Austria",1,2,911,2,54
"40773",5,1958,5,3,8,"Austria",1,2,112,1,58
"45255",3,1984,3,3,3,"Austria",1,1,818,3,32
"43975",2,1970,5,2,8,"Austria",1,2,235,1,46
"42644",7,1962,2,3,4,"Austria",1,2,522,4,54
"42243",9,1954,1,3,4,"Austria",2,2,511,4,62
"44722",2,1970,4,3,4,"Austria",1,2,241,1,46
"42275",5,1986,5,3,4,"Austria",1,1,541,1,30
"44786",5,1969,5,3,9,"Austria",2,1,741,1,47
"41743",4,1954,3,3,5,"Austria",1,1,411,3,62
"45262",4,1985,4,3,2,"Austria",1,1,621,4,31
"40471",4,1989,4,2,8,"Austria",4,1,214,4,27
"39962",5,1961,5,3,4,"Austria",1,1,332,1,55
"44102",3,1980,5,2,4,"Austria",1,1,121,1,36
"43654",5,1978,3,2,6,"Austria",1,1,11,1,38
"44742",5,1994,5,3,4,"Austria",2,2,412,4,22
"42853",6,1962,5,2,6,"Austria",1,1,332,3,54
"39651",7,1961,5,3,4,"Austria",1,1,411,1,55
"41357",5,1988,3,3,4,"Austria",3,2,721,1,28
"45363",5,1979,3,3,4,"Austria",2,1,522,1,37
"40114",3,1970,2,2,8,"Austria",3,1,265,4,46
"40493",4,1962,4,3,4,"Austria",1,2,325,1,54
"40141",4,1935,3,1,6,"Austria",4,2,234,3,81
"39931",1,1964,5,1,5,"Austria",1,1,411,3,52
"41084",5,1996,1,4,2,"Austria",1,1,722,4,20
"41062",5,1967,3,3,4,"Austria",1,1,722,1,49
"40651",3,1951,5,1,5,"Austria",3,1,251,1,65
"39951",4,1973,5,2,8,"Austria",3,1,243,4,43
"39922",4,1983,3,2,4,"Austria",3,2,523,4,33
"40121",2,1961,5,1,4,"Austria",2,1,243,1,55
"41195",4,1971,4,3,8,"Austria",2,2,325,1,45
"40194",5,1984,5,3,5,"Austria",1,2,411,4,32
"42782",2,1982,1,2,8,"Austria",4,1,235,4,34
"39673",5,1980,4,3,4,"Austria",1,2,134,1,36
"43793",5,1977,5,3,5,"Austria",1,2,235,1,39
"42433",7,1991,3,3,3,"Austria",1,1,933,4,25
"39822",5,1957,5,2,4,"Austria",2,1,133,1,59
"45395",6,1971,3,3,4,"Austria",2,1,252,4,45
"40032",2,1991,3,3,7,"Austria",4,2,522,1,25
"44942",5,1964,4,2,4,"Austria",2,2,523,1,52
"42114",7,1967,5,4,8,"Austria",1,1,233,3,49
"42695",0,1961,3,3,4,"Austria",1,1,522,1,55
"40525",5,1966,3,3,5,"Austria",2,2,315,1,50
"41661",5,1960,5,4,6,"Austria",1,2,226,1,56
"39762",3,1988,4,3,7,"Austria",2,2,226,4,28
"43263",7,1966,3,3,4,"Austria",1,1,713,1,50
"40172",7,1963,2,2,4,"Austria",4,2,421,4,53
"42175",9,1964,5,3,8,"Austria",3,2,241,1,52
"45113",6,1960,4,3,4,"Austria",1,2,911,1,56
"43302",2,1956,5,3,5,"Austria",1,1,132,1,60
"45283",5,1979,2,3,4,"Austria",1,2,522,3,37
"41974",5,1952,3,3,2,"Austria",3,1,541,1,64
"45462",5,1960,3,2,5,"Austria",2,1,754,1,56
"41835",5,1958,2,2,4,"Austria",3,2,522,2,58
"4139",2,1965,5,2,8,"Austria",3,2,241,1,51
"41621",4,1977,4,3,4,"Austria",1,1,754,1,39
"395810",8,1972,2,2,4,"Austria",2,1,334,4,44
"40733",3,1975,4,3,8,"Austria",1,2,421,1,41
"40002",5,1961,4,4,4,"Austria",2,2,411,1,55
"40405",5,1966,5,2,8,"Austria",4,1,112,1,50
"41305",5,1985,2,3,7,"Austria",3,1,252,4,31
"40235",2,1983,2,2,8,"Austria",4,2,325,1,33
"39781",5,1964,5,3,5,"Austria",4,2,264,3,52
"40023",5,1973,4,3,5,"Austria",1,1,541,1,43
"41362",4,1995,2,2,4,"Austria",2,1,723,4,21
"40463",5,1957,3,4,4,"Austria",1,1,541,1,59
"41645",5,1975,3,2,8,"Austria",3,1,233,3,41
"39741",0,1987,3,1,8,"Austria",2,1,265,4,29
"44503",7,1981,3,3,4,"Austria",2,1,814,1,35
"42212",1,1986,2,3,4,"Austria",3,2,411,4,30
"41913",10,1979,3,4,8,"Austria",1,1,112,4,37
"41843",5,1969,4,4,8,"Austria",1,1,264,1,47
"39872",10,1975,3,3,4,"Austria",1,2,531,1,41
"39792",4,1964,5,2,4,"Austria",2,1,121,1,52
"41133",3,1956,4,1,3,"Austria",3,2,512,1,60
"44794",3,1965,3,1,8,"Austria",2,1,216,4,51
"41122",5,1981,2,2,3,"Austria",2,1,713,4,35
"40104",1,1986,5,1,4,"Austria",1,2,541,4,30
"42162",5,1969,2,3,4,"Austria",2,1,731,1,47
"45021",0,1965,4,2,6,"Austria",1,2,222,1,51
"3971",2,1975,2,3,4,"Austria",2,1,314,3,41
"42604",6,1963,4,2,5,"Austria",2,1,251,1,53
"44021",3,1969,4,3,8,"Austria",4,1,216,1,47
"42675",5,1974,3,3,5,"Austria",2,1,143,1,42
"40083",6,1966,5,3,4,"Austria",2,1,313,1,50
"42222",5,1971,4,2,4,"Austria",3,1,723,1,45
"44325",5,1961,2,1,9,"Austria",2,1,241,4,55
"40351",5,1962,2,3,8,"Austria",4,2,235,4,54
"41442",5,1987,4,3,4,"Austria",3,1,522,1,29
"45075",4,1959,3,3,6,"Austria",2,2,513,3,57
"40623",8,1958,5,3,5,"Austria",3,2,243,1,58
"45012",3,1968,4,3,4,"Austria",2,2,234,1,48
"42506",4,1970,3,3,8,"Austria",2,2,222,1,46
"41735",0,1962,3,3,4,"Austria",2,1,311,1,54
"39992",4,1976,4,2,8,"Austria",2,1,241,4,40
"39662",4,1953,2,4,4,"Austria",2,1,515,1,63
"43373",5,1994,5,1,4,"Austria",2,1,512,4,22
"40843",2,1989,5,2,8,"Austria",2,2,341,4,27
"42261",5,1979,4,3,4,"Austria",1,2,524,1,37
"44702",6,1951,2,4,3,"Austria",1,1,732,3,65
"44113",8,1965,5,1,8,"Austria",1,1,134,1,51
"41804",2,1956,3,3,4,"Austria",3,2,411,1,60
"40063",2,1961,4,2,3,"Austria",1,1,731,1,55
"41856",5,1980,3,2,3,"Austria",1,1,721,4,36
"44473",5,1988,2,2,4,"Austria",2,1,741,4,28
"43694",6,1978,5,3,8,"Austria",4,1,252,1,38
"3981",5,1975,5,3,4,"Austria",4,1,723,1,41
"44453",5,1958,5,3,4,"Austria",2,2,332,1,58
"41211",1,1985,3,4,3,"Austria",4,1,532,1,31
"41582",5,1970,2,2,4,"Austria",4,1,752,4,46
"43583",4,1966,5,3,4,"Austria",1,1,223,1,50
"41923",3,1962,3,2,8,"Austria",4,1,325,1,54
"40412",4,1952,5,2,8,"Austria",3,1,242,1,64
"42523",5,1972,2,2,4,"Austria",1,2,411,1,44
"42955",6,1969,3,3,4,"Austria",1,1,722,1,47
"44872",4,1977,2,3,5,"Austria",2,2,532,4,39
"45222",1,1970,3,3,4,"Austria",1,2,411,1,46
"42815",5,1965,3,3,4,"Austria",3,1,933,4,51
"40221",5,1994,5,2,5,"Austria",1,1,31,4,22
"43203",4,1962,4,2,4,"Austria",1,1,532,1,54
"45433",5,1974,4,3,6,"Austria",1,2,412,1,42
"42995",5,1977,5,1,8,"Austria",1,1,216,1,39
"39972",2,1956,5,1,8,"Austria",2,2,263,4,60
"43335",8,1982,3,3,4,"Austria",1,1,834,1,34
"41315",2,1994,4,3,4,"Austria",1,2,411,1,22
"4268",5,1958,3,3,4,"Austria",4,2,411,4,58
"39721",5,1962,5,3,8,"Austria",4,1,333,1,54
"41434",2,1970,2,2,5,"Austria",3,1,411,4,46
"43111",6,1965,5,3,8,"Austria",2,1,235,1,51
"43063",4,1972,2,3,5,"Austria",1,2,411,3,44
"39641",2,1962,5,3,9,"Austria",1,1,233,1,54
"4051",7,1980,2,2,4,"Austria",2,1,723,1,36
"43665",5,1962,5,3,5,"Austria",2,1,311,1,54
"40211",3,1964,4,1,6,"Austria",4,1,325,1,52
"42804",5,1957,2,3,4,"Austria",1,1,821,1,59
"43394",5,1965,4,3,3,"Austria",1,1,141,1,51
"41223",0,1941,2,1,8,"Austria",1,2,524,1,75
"44174",3,1967,5,3,6,"Austria",3,2,235,1,49
"42563",5,1971,4,3,5,"Austria",2,2,235,1,45
"41334",4,1991,1,2,7,"Austria",3,2,522,4,25
"45273",3,1957,5,3,9,"Austria",4,2,264,1,59
"40532",5,1960,2,3,4,"Austria",1,2,516,1,56
"41501",4,1969,5,4,4,"Austria",3,2,411,1,47
"41963",4,1959,4,3,5,"Austria",1,2,233,1,57
"41605",5,1995,2,2,3,"Austria",3,1,512,4,21
"44806",5,1966,5,3,5,"Austria",1,1,541,1,50
"43274",4,1962,4,4,4,"Austria",1,2,532,1,54
"44773",7,1956,5,4,4,"Austria",3,1,112,1,60
"43644",6,1989,4,3,4,"Austria",4,1,332,1,27
"42373",7,1992,5,4,4,"Austria",1,1,834,4,24
"44344",5,1994,2,2,4,"Austria",1,1,741,4,22
"40995",5,1964,5,3,4,"Austria",1,2,141,1,52
"44854",3,1967,3,3,5,"Austria",2,1,241,3,49
"43603",0,1968,3,3,4,"Austria",3,1,713,4,48
"40241",4,1983,3,1,7,"Austria",3,2,243,4,33
"43953",6,1981,4,2,4,"Austria",2,1,752,1,35
"43756",3,1962,2,4,4,"Austria",2,2,322,3,54
"41112",3,1957,5,2,6,"Austria",1,2,235,1,59
"42123",8,1970,3,3,8,"Austria",3,2,264,3,46
"40184",3,1965,5,4,8,"Austria",2,1,213,1,51
"43564",0,1975,2,3,4,"Austria",1,2,412,3,41
"41282",5,1958,3,2,4,"Austria",1,2,222,2,58
"39901",5,1961,1,3,4,"Austria",2,1,711,1,55
"39801",4,1961,5,3,3,"Austria",1,1,834,3,55
"41545",5,1988,4,3,4,"Austria",4,2,325,4,28
"40964",7,1992,1,2,5,"Austria",4,2,411,1,24
"40852",0,1974,5,3,5,"Austria",3,2,334,1,42
"43683",2,1972,5,1,6,"Austria",2,1,112,4,44
"40055",4,1983,2,3,8,"Austria",1,2,226,4,33
"41096",5,1983,4,3,4,"Austria",4,1,432,1,33
"43352",4,1969,3,3,5,"Austria",2,2,234,1,47
"42842",2,1955,4,3,4,"Austria",2,1,314,1,61
"4403",5,1963,2,4,3,"Austria",3,2,911,3,53
"3962",5,1955,2,3,6,"Austria",1,1,235,1,61
"42464",6,1982,5,3,4,"Austria",1,1,611,4,34
"43422",3,1971,4,3,5,"Austria",1,2,334,1,45
"43052",3,1964,5,2,5,"Austria",2,1,134,1,52
"45214",5,1963,3,2,4,"Austria",1,1,751,1,53
"39591",5,1961,5,2,4,"Austria",1,1,814,1,55
"41784",3,1976,4,3,4,"Austria",1,1,722,4,40
"40602",6,1989,2,2,4,"Austria",2,1,752,4,27
"46923",3,1967,5,3,3,"Austria",1,2,524,1,49
"56842",5,1969,4,2,6,"Sweden",1,2,230,1,47
"49732",7,1940,1,2,7,"Sweden",4,1,340,1,76
"89441",5,1967,2,2,4,"Bulgaria",1,2,510,3,49
"90071",4,1946,3,4,3,"Bulgaria",1,1,720,1,70
"40173",7,1963,2,2,4,"Austria",4,2,421,4,53
"51544",5,1964,4,2,4,"Sweden",2,2,720,1,52
"89482",5,1946,4,3,7,"Bulgaria",3,2,330,2,70
"52011",6,1972,4,2,5,"Sweden",3,2,410,1,44
"50441",5,1965,1,4,4,"Sweden",4,2,520,1,51
"9048",0,1965,4,3,4,"Bulgaria",3,2,530,1,51
"50373",7,1948,3,2,6,"Sweden",1,2,320,1,68
"54594",5,1936,1,2,4,"Sweden",4,1,830,2,80
"52421",8,1946,3,2,2,"Sweden",1,1,410,1,70
"41502",4,1969,5,4,4,"Austria",3,2,411,1,47
"89471",5,1984,4,2,3,"Bulgaria",3,2,930,1,32
"45643",6,1959,4,3,8,"Austria",4,1,111,1,57
"40115",3,1970,2,2,8,"Austria",3,1,265,4,46
"47791",5,1990,2,3,4,"Austria",1,1,741,1,26
"89921",6,1941,1,3,3,"Bulgaria",3,2,510,2,75
"8934",0,1948,3,3,8,"Bulgaria",3,2,430,2,68
"54713",7,1943,5,3,6,"Sweden",4,2,330,1,73
"53753",1,1938,1,2,4,"Sweden",3,2,810,2,78
"9069",10,1960,4,3,4,"Bulgaria",2,1,520,3,56
"53953",9,1944,5,2,6,"Sweden",3,2,320,1,72
"54924",7,1974,4,2,7,"Sweden",2,1,210,1,42
"51592",7,1948,5,2,5,"Sweden",2,1,340,1,68
"52652",7,1972,5,1,8,"Sweden",4,1,120,1,44
"46834",0,1973,1,1,4,"Austria",2,2,412,4,43
"42465",6,1982,5,3,4,"Austria",1,1,611,4,34
"89851",6,1979,5,2,8,"Bulgaria",3,1,520,1,37
"89351",5,1961,3,2,4,"Bulgaria",2,1,510,1,55
"54532",5,1952,3,2,6,"Sweden",1,2,320,1,64
"56291",7,1961,5,4,7,"Sweden",4,2,230,1,55
"39873",10,1975,3,3,4,"Austria",1,2,531,1,41
"50571",5,1977,2,2,8,"Sweden",3,1,310,1,39
"55542",4,1986,2,1,5,"Sweden",1,2,510,4,30
"44545",0,1975,3,3,7,"Austria",2,2,226,1,41
"47285",5,1984,3,3,3,"Austria",1,1,314,4,32
"44916",0,1961,2,1,4,"Austria",2,1,833,1,55
"42244",9,1954,1,3,4,"Austria",2,2,511,4,62
"49466",6,1995,3,3,4,"Austria",1,1,441,4,21
"49444",5,1990,2,3,4,"Austria",1,1,834,4,26
"48614",3,1970,4,1,5,"Austria",1,2,342,1,46
"42524",5,1972,2,2,4,"Austria",1,2,411,1,44
"42163",5,1969,2,3,4,"Austria",2,1,731,1,47
"44873",4,1977,2,3,5,"Austria",2,2,532,4,39
"50242",3,1974,5,2,4,"Sweden",1,2,310,1,42
"45913",5,1956,1,3,4,"Austria",1,1,524,1,60
"57212",6,1949,4,2,7,"Sweden",3,2,320,1,67
"40122",2,1961,5,1,4,"Austria",2,1,243,1,55
"49842",8,1974,4,2,6,"Sweden",4,1,410,1,42
"5599",5,1960,1,1,4,"Sweden",4,2,910,4,56
"41785",3,1976,4,3,4,"Austria",1,1,722,4,40
"91041",7,1974,5,1,4,"Bulgaria",3,1,260,1,42
"44022",3,1969,4,3,8,"Austria",4,1,216,1,47
"41857",5,1980,3,2,3,"Austria",1,1,721,4,36
"5516",2,1954,5,2,7,"Sweden",1,1,120,1,62
"57512",2,1948,4,2,2,"Sweden",4,1,520,1,68
"48576",7,1970,2,2,3,"Austria",2,1,723,4,46
"53691",1,1944,3,1,5,"Sweden",3,2,230,1,72
"41224",0,1941,2,1,8,"Austria",1,2,524,1,75
"48712",6,1984,4,3,4,"Austria",1,1,741,4,32
"45974",5,1988,2,2,4,"Austria",2,1,522,4,28
"5605",8,1948,4,2,8,"Sweden",4,1,240,4,68
"49774",6,1977,2,1,7,"Sweden",4,1,120,4,39
"55922",7,1974,5,1,7,"Sweden",2,2,320,1,42
"55932",6,1955,3,3,4,"Sweden",2,1,710,1,61
"55602",5,1990,2,2,4,"Sweden",3,2,510,4,26
"49665",5,1971,4,2,4,"Sweden",4,1,310,1,45
"54963",9,1947,4,2,4,"Sweden",2,1,710,1,69
"90741",5,1962,4,3,4,"Bulgaria",1,2,140,1,54
"5416",6,1942,3,2,6,"Sweden",1,2,240,1,74
"395811",8,1972,2,2,4,"Austria",2,1,334,4,44
"50132",3,1944,2,1,6,"Sweden",2,1,240,4,72
"44326",5,1961,2,1,9,"Austria",2,1,241,4,55
"48475",5,1985,5,3,8,"Austria",3,2,412,1,31
"52172",8,1961,5,2,6,"Sweden",3,2,120,1,55
"47731",6,1969,4,1,5,"Austria",3,1,111,1,47
"9084",6,1971,5,3,4,"Bulgaria",2,2,130,1,45
"90471",10,1984,4,3,8,"Bulgaria",2,1,820,4,32
"53412",1,1947,3,2,4,"Sweden",1,1,310,1,69
"49104",5,1973,1,3,3,"Austria",1,2,142,1,43
"55311",8,1935,3,2,5,"Sweden",4,2,340,1,81
"41335",4,1991,1,2,7,"Austria",3,2,522,4,25
"49341",4,1957,5,3,4,"Austria",2,1,541,1,59
"89462",3,1940,1,3,3,"Bulgaria",3,2,910,2,76
"57092",7,1947,4,1,8,"Sweden",3,1,240,1,69
"56921",6,1941,2,2,4,"Sweden",1,2,340,1,75
"42816",5,1965,3,3,4,"Austria",3,1,933,4,51
"41836",5,1958,2,2,4,"Austria",3,2,522,2,58
"52881",5,1974,5,2,4,"Sweden",4,2,340,1,42
"47335",3,1981,3,3,4,"Austria",3,2,243,4,35
